Organisation Code,Name,National Grouping,High Level Health Geography,Address Line 1,Address Line 2,Address Line 3,Address Line 4,Address Line 5,Postcode,Open Date,Close Date,Column 13,Column 14,Column 15,Column 16,Column 17,Contact Telephone Number,Column 19,Column 20,Column 21,Amended Record Indicator,Column 23,GOR Code,Column 25,Column 26,Column 27,Lat,Long
RWK,EAST LONDON NHS FOUNDATION TRUST,Y56,QMF,ROBERT DOLAN HOUSE,9 ALIE STREET,,LONDON,,E1 8DE,20000401,,,,,,,020 7655 4000,,,,1,,H,,,,51.51352,-0.07271
RWN,SOUTH ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,Y61,QH8,"THE LODGE, RUNWELL HOSPITAL",LODGE APPROACH,RUNWELL,WICKFORD,,SS11 7XX,20000401,20170331,,,,,,01375 364650,,,,1,,G,,,,51.63503,0.54502
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,Y60,QGH,WORCESTERSHIRE ROYAL HOSPITAL,CHARLES HASTINGS WAY,,WORCESTER,,WR5 1DD,20000401,,,,,,,01905 763333,,,,1,,F,,,,52.1912,-2.18114
RWQ,WORCESTERSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,Y60,QGH,ISAAC MADDOX HOUSE,SHRUB HILL ROAD,,WORCESTER,,WR4 9RW,20000401,20110630,,,,,,01905 681552,,,,1,,F,,,,52.19506,-2.21301
RWR,HERTFORDSHIRE PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,Y61,QM7,THE COLONNADES,BEACONSFIELD CLOSE,,HATFIELD,,AL10 8YE,20010401,,,,,,,01707 253800,,,,1,,G,,,,51.76699,-0.21669
RWV,DEVON PARTNERSHIP NHS TRUST,Y58,QJK,WONFORD HOUSE HOSPITAL,DRYDEN ROAD,,EXETER,,EX2 5AF,20010401,,,,,,,01392 208866,,,,1,,K,,,,50.71539,-3.5063
RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,Y62,QYG,WARRINGTON HOSPITAL,LOVELY LANE,,WARRINGTON,,WA5 1QG,20010401,,,,,,,01925 635911,,,,1,,B,,,,53.39398,-2.61073
RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,Y59,QNQ,LONDON HOUSE,LONDON ROAD,,BRACKNELL,,RG12 2UT,20010401,,,,,,,01344 415600,,,,1,,J,,,,51.41612,-0.74069
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,Y63,QWO,TRUST HEADQUARTERS,ACRE STREET,LINDLEY,HUDDERSFIELD,,HD3 3EA,20010401,,,,,,,01484 342000,,,,1,,D,,,,53.65548,-1.81634
RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,Y60,QT1,TRUST HEADQUARTERS,QUEENS MEDICAL CENTRE,DERBY ROAD,NOTTINGHAM,,NG7 2UH,20060401,,,,,,,0115 924 9924,,,,1,,E,,,,52.9438,-1.18596
RX2,SUSSEX PARTNERSHIP NHS FOUNDATION TRUST,Y59,QNX,TRUST HQ,SWANDEAN,ARUNDEL ROAD,WORTHING,,BN13 3EP,20060401,,,,,,,01903 843000,,,,1,,J,,,,50.8412,-0.41114
RX3,"TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",Y63,QHM,TRUST HEADQUARTERS,WEST PARK HOSPITAL,EDWARD PEASE WAY,DARLINGTON,,DL2 2TS,20060401,,,,,,,01325 552077,,,,1,,A,,,,54.543,-1.591
RX4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",Y63,QHM,ST NICHOLAS HOSPITAL,JUBILEE ROAD,GOSFORTH,NEWCASTLE UPON TYNE,,NE3 3XT,20060401,,,,,,,0191 246 6800,,,,1,,A,,,,55.00649,-1.6331
RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,Y63,QHM,BERNICIA HOUSE,THE WATERFRONT,GOLDCREST WAY,NEWCASTLE UPON TYNE,,NE15 8NY,20060701,,,,,,,0191 430 2000,,,,1,,A,,,,54.96971,-1.71237
RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,Y62,QOP,LADYBRIDGE HALL,399 CHORLEY NEW ROAD,,BOLTON,,BL1 5DD,20060701,,,,,,,0345 112 0999,,,,1,,B,,,,53.57902,-2.4758
RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,Y63,QWO,SPRINGHILL,2 BRINDLEY WAY,WAKEFIELD 41 INDUSTRIAL ESTATE,WAKEFIELD,,WF2 0XQ,20060701,,,,,,,0333 130 0550,,,,1,,D,,,,53.709,-1.519
RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,Y60,QT1,1 HORIZON PLACE,MELLORS WAY,NOTTINGHAM BUSINESS PARK,NOTTINGHAM,,NG8 6PY,20060701,,,,,,,0115 884 5000,,,,1,,E,,,,52.98146,-1.23812
RXA,CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,Y62,QYG,TRUST HEADQUARTERS REDESMERE,THE COUNTESS OF CHESTER HEALTH PARK,LIVERPOOL ROAD,CHESTER,,CH2 1BQ,20020401,,,,,,,01244 397397,,,,1,,B,,,,53.21154,-2.89883
RXC,EAST SUSSEX HEALTHCARE NHS TRUST,Y59,QNX,ST ANNES HOUSE,729 THE RIDGE,,ST. LEONARDS-ON-SEA,,TN37 7PT,20020401,,,,,,,01424 755255,,,,1,,J,,,,50.88766,0.56202
RXD,EAST SUSSEX COUNTY HEALTHCARE NHS TRUST,Y59,QNX,"BOWHILL, MANAGEMENT HEADQUARTERS",THE DRIVE,HELLINGLY,HAILSHAM,,BN27 4EP,20020401,20060331,,,,,,01323 440022,,,,1,,J,,,,50.89006,0.26355
RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,Y63,QF7,WOODFIELD HOUSE,TICKHILL ROAD,,DONCASTER,,DN4 8QN,20040401,,,,,,,01302 796000,,,,1,,D,,,,53.49481,-1.14598
RXF,MID YORKSHIRE TEACHING NHS TRUST,Y63,QWO,PINDERFIELDS HOSPITAL,ABERFORD ROAD,,WAKEFIELD,,WF1 4DG,20020401,,,,,,,01924 541000,,,,1,,D,,,,53.69242,-1.48856
RXG,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,Y63,QWO,TRUST HEADQUARTERS,FIELDHEAD HOSPITAL,OUCHTHORPE LANE,WAKEFIELD,,WF1 3SP,20020401,,,,,,,01924 316000,,,,1,,D,,,,53.69734,-1.49405
RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,Y59,QNX,ROYAL SUSSEX COUNTY HOSPITAL,EASTERN ROAD,,BRIGHTON,,BN2 5BE,20020401,20210331,,,,,,01273 696955,,,,1,,J,,,,50.81946,-0.11815
RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,Y60,QUA,MIDLAND METROPOLITAN UNIVERSITY HOS,GROVE LANE,,SMETHWICK,,B66 2QT,20020401,,,,,,,0121 553 1831,,,,1,,F,,,,52.49126,-1.94985
RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,Y62,QE1,VICTORIA HOSPITAL,WHINNEY HEYS ROAD,,BLACKPOOL,,FY3 8NR,20020401,,,,,,,01253 300000,,,,1,,B,,,,53.82067,-3.01626
RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,Y60,QJ2,TRUST HEADQUARTERS,KINGSWAY HOSPITAL,KINGSWAY,DERBY,,DE22 3LZ,20020401,,,,,,,01332 623700,,,,1,,E,,,,52.91741,-1.51495
RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,Y62,QE1,ROYAL PRESTON HOSPITAL,SHAROE GREEN LANE,FULWOOD,PRESTON,,PR2 9HT,20020801,,,,,,,01772 716565,,,,1,,B,,,,53.792,-2.707
RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,Y63,QHM,DARLINGTON MEMORIAL HOSPITAL,HOLLYHURST ROAD,,DARLINGTON,,DL3 6HX,20021001,,,,,,,01325 380100,,,,1,,A,,,,54.53037,-1.56373
RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,Y59,QU9,AMERSHAM HOSPITAL,WHIELDEN STREET,,AMERSHAM,,HP7 0JD,20030401,,,,,,,01494 434411,,,,1,,J,,,,51.66295,-0.62139
RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,Y62,QE1,ROYAL BLACKBURN HOSPITAL,HASLINGDEN ROAD,,BLACKBURN,,BB2 3HH,20030401,,,,,,,01282 425071,,,,1,,B,,,,53.73558,-2.46272
RXT,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,Y60,QHL,THE UFFCULME CENTRE,52 QUEENSBRIDGE ROAD,MOSELEY,BIRMINGHAM,,B13 8QY,20030401,,,,,,,0121 301 0000,,,,1,,F,,,,52.44093,-1.89709
RXV,GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,Y62,QOP,PRESTWICH HOSPITAL,BURY NEW ROAD,PRESTWICH,MANCHESTER,,M25 3BL,20030401,,,,,,,0161 773 9121,,,,1,,B,,,,53.53675,-2.29147
RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,Y60,QOC,MYTTON OAK ROAD,,,SHREWSBURY,,SY3 8XQ,20031001,,,,,,,01743 261000,,,,1,,F,,,,52.70936,-2.79375
RXX,SURREY AND BORDERS PARTNERSHIP NHS FOUNDATION TRUST,Y59,QXU,18 MOLE BUSINESS PARK,RANDALLS ROAD,,LEATHERHEAD,,KT22 7AD,20050401,,,,,,,0300 5555 222,,,,1,,J,,,,51.29758,-0.3356
RXY,KENT AND MEDWAY MENTAL HEALTH NHS TRUST,Y59,QKS,FARM VILLA,HERMITAGE LANE,,MAIDSTONE,,ME16 9PH,20060401,,,,,,,01622 724100,,,,1,,J,,,,51.27321,0.4857
RY1,LIVERPOOL COMMUNITY HEALTH NHS TRUST,Y62,QYG,2 ENTERPRISE WAY,,,LIVERPOOL,,L13 1FB,20101101,20180331,,,,,,,,,,1,,B,,,,53.40412,-2.92996
RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,Y62,QYG,89 DEWHURST ROAD,BIRCHWOOD,,WARRINGTON,,WA3 7PG,20101101,,,,,,,0844 264 3614,,,,1,,B,,,,53.41404,-2.52767
RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,Y61,QMM,NORWICH COMMUNITY HOSPITAL,BOWTHORPE ROAD,,NORWICH,,NR2 3TU,20101101,,,,,,,01603 697381,,,,1,,G,,,,52.63376,1.26241
RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,Y61,QM7,UNIT 1A HOWARD COURT,14 TEWIN ROAD,,WELWYN GARDEN CITY,,AL7 1BW,20101101,,,,,,,01707 388 000,,,,1,,G,,,,51.80223,-0.19412
RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,Y60,QJM,BEECH HOUSE,WITHAM PARK,WATERSIDE SOUTH,LINCOLN,,LN5 7JH,20110401,,,,,,,01522 308686,,,,1,,E,,,,53.22648,-0.52415
RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,Y63,QWO,3 WHITE ROSE OFFICE PARK,MILLSHAW PARK LANE,,LEEDS,,LS11 0DL,20110401,,,,,,,0113 220 8500,,,,1,,D,,,,53.7631,-1.57456
RY7,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,Y62,QYG,DERBY ROAD,,,BIRKENHEAD,,CH42 0LQ,20110401,,,,,,,0151 514 2888,,,,1,,B,,,,53.38003,-3.02653
RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,Y60,QJ2,"TRUST HQ, ASH GREEN DISABILITY CTR",ASHGATE ROAD,ASHGATE,CHESTERFIELD,,S42 7JE,20110401,,,,,,,01246 565000,,,,1,,E,,,,53.24,-1.479
RY9,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,Y56,QWE,THAMES HOUSE,180-194 HIGH STREET,,TEDDINGTON,,TW11 8HU,20110401,20241031,,,,,,020 8973 3000,,,,1,,H,,,,51.42743,-0.32661
RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,Y60,QUA,MILLENNIUM POINT,WATERFRONT BUSINESS PARK,DUDLEY ROAD,BRIERLEY HILL,,DY5 1LX,20060701,,,,,,,01384 215555,,,,1,,F,,,,52.48565,-2.11909
RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,Y61,QUE,UNIT 3,WHITING WAY,MELBOURN,ROYSTON,,SG8 6NA,20060701,,,,,,,0345 601 3733,,,,1,,G,,,,52.07662,0.01417
RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,Y59,QNX,TRUST HEADQUARTERS,NEXUS HOUSE,4 GATWICK ROAD,CRAWLEY,,RH10 9BG,20060701,,,,,,,0300 123 0999,,,,1,,J,,,,51.13275,-0.16897
RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,Y59,QU9,7-8 TALISMAN BUSINESS CENTRE,TALISMAN ROAD,,BICESTER,,OX26 6HR,20060701,,,,,,,01869 365000,,,,1,,J,,,,51.89165,-1.14953
RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,Y58,QJK,ABBEY COURT,EAGLE WAY,SOWTON INDUSTRIAL ESTATE,EXETER,,EX2 7HY,20060701,,,,,,,0300 369 0130,,,,1,,K,,,,50.72017,-3.46474
RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,Y60,QWU,WAYSIDE HOUSE,WILSONS LANE,,COVENTRY,,CV6 6NY,20061001,,,,,,,024 7636 2100,,,,1,,F,,,,52.45712,-1.48653
RYH,NHS DIRECT NHS TRUST,Y56,QMF,120 LEMAN STREET,,,LONDON,,E1 8EU,20070401,20140331,,,,,,0845 4647,,,,1,,H,,,,51.51291,-0.0702
RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,Y56,QRV,THE BAYS,ST MARYS HOSPITAL,SOUTH WHARF ROAD,LONDON,,W2 1BL,20071001,,,,,,,020 3311 3311,,,,1,,H,,,,51.51754,-0.17441
RYK,DUDLEY INTEGRATED HEALTH AND CARE NHS TRUST,Y60,QUA,VENTURE WAY,,,BRIERLEY HILL,,DY5 1RU,20081001,20240930,,,,,,01922 607 000,,,,1,,F,,,,52.4817,-2.11768
RYQ,SOUTH LONDON HEALTHCARE NHS TRUST,Y56,QKK,QUEEN MARY'S HOSPITAL,FROGNAL AVENUE,,SIDCUP,,DA14 6LT,20090401,20130930,,,,,,,,,,1,,H,,,,51.41904,0.10169
RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,Y59,QNX,WORTHING HOSPITAL,LYNDHURST ROAD,,WORTHING,,BN11 2DH,20090401,,,,,,,01903 205111,,,,1,,J,,,,50.81668,-0.3634
RYT,PUBLIC HEALTH WALES NHS TRUST,,,2 CAPITAL QUARTER,TYNDALL STREET,,CARDIFF,,CF10 4BZ,20091001,,,,,,,,,,,1,,W,,,,51.47716,-3.16876
RYV,CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST,Y61,QUE,UNIT 7-8,MEADOW PARK,MEADOW LANE,ST. IVES,,PE27 4LG,20100401,,,,,,,0300 555 6655,,,,1,,G,,,,52.32225,-0.06528
RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,Y60,QHL,3 PRIESTLEY WHARF,HOLT STREET,"BIRMINGHAM SCIENCE PARK, ASTON",BIRMINGHAM,,B7 4BN,20101101,,,,,,,0121 466 6000,,,,1,,F,,,,52.48734,-1.88582
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,Y56,QRV,GROUND FLOOR,15 MARYLEBONE ROAD,,LONDON,,NW1 5JD,20101101,,,,,,,020 7798 1300,,,,1,,H,,,,51.52284,-0.15154
RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,Y59,QKS,TRINITY HOUSE,110-120 EUREKA PARK,EUREKA BUSINESS PARK,ASHFORD,,TN25 4AZ,20101101,,,,,,,01622 211900,,,,1,,J,,,,51.17193,0.87064
